Title,Date
"Weissensee: Operatie Juninacht","27-01-20"
"De Bende van Jan De Lichte: Aflevering 1","27-01-20"
"De Bende van Jan De Lichte: Aflevering 10","26-01-20"
"De Bende van Jan De Lichte: Aflevering 9","26-01-20"
"De Bende van Jan De Lichte: Aflevering 8","26-01-20"
"De Bende van Jan De Lichte: Aflevering 7","26-01-20"
"De Bende van Jan De Lichte: Aflevering 6","26-01-20"
"De Bende van Jan De Lichte: Aflevering 5","26-01-20"
"De Bende van Jan De Lichte: Aflevering 4","26-01-20"
"De Bende van Jan De Lichte: Aflevering 3","26-01-20"
"De Bende van Jan De Lichte: Aflevering 2","25-01-20"
"The Two Popes","25-01-20"
"Olympus Has Fallen","13-01-20"
"Burlesque","30-12-19"
"Executive Decision","27-12-19"
"Security","21-12-19"
"Unbelievable: Miniserie: Aflevering 8","18-12-19"
"Unbelievable: Miniserie: Aflevering 7","18-12-19"
"Unbelievable: Miniserie: Aflevering 6","18-12-19"
"Unbelievable: Miniserie: Aflevering 5","17-12-19"
"Unbelievable: Miniserie: Aflevering 4","17-12-19"
"Unbelievable: Miniserie: Aflevering 3","17-12-19"
"Unbelievable: Miniserie: Aflevering 2","17-12-19"
"Unbelievable: Miniserie: Aflevering 1","17-12-19"
"Bodyguard: Aflevering 6","16-12-19"
"Bodyguard: Aflevering 5","16-12-19"
"Bodyguard: Aflevering 4","15-12-19"
"Bodyguard: Aflevering 3","15-12-19"
"Free State of Jones","13-12-19"
"Bodyguard: Aflevering 2","12-12-19"
"Bodyguard: Aflevering 1","12-12-19"
"Virgin River: Seizoen 1: Unexpected Endings","11-12-19"
"Virgin River: Seizoen 1: Everybody Has a Secret","11-12-19"
"Virgin River: Seizoen 1: Into the Light","11-12-19"
"Virgin River: Seizoen 1: If Truth Be Told","10-12-19"
"Virgin River: Seizoen 1: Let's Mingle","10-12-19"
"Virgin River: Seizoen 1: Under Fire","10-12-19"
"Virgin River: Seizoen 1: A Wounded Heart","09-12-19"
"Virgin River: Seizoen 1: ... and Found","09-12-19"
"Virgin River: Seizoen 1: Lost","09-12-19"
"Virgin River: Seizoen 1: Carry On","09-12-19"
"The Irishman","08-12-19"
"72 Cutest Animals: Kicked-Back Cats","08-12-19"
"72 Cutest Animals: Bouncing Buddies","08-12-19"
"72 Cutest Animals: Fluff and Stuff","08-12-19"
" ","05-12-19"
"El Camino: A Breaking Bad Movie","29-11-19"
"Outlander: Seizoen 4: Man of Worth","28-11-19"
"Outlander: Seizoen 4: Providence","28-11-19"
"Outlander: Seizoen 4: If Not For Hope","28-11-19"
"Outlander: Seizoen 4: The Deep Heart's Core","27-11-19"
"The Mechanic","27-11-19"
"A Man Apart","27-11-19"
"Outlander: Seizoen 4: The Birds & The Bees","26-11-19"
"Outlander: Seizoen 4: Wilmington","26-11-19"
"Outlander: Seizoen 4: Down the Rabbit Hole","26-11-19"
"Outlander: Seizoen 4: Blood of My Blood","25-11-19"
"Outlander: Seizoen 4: Savages","25-11-19"
"Outlander: Seizoen 4: Common Ground","24-11-19"
"Outlander: Seizoen 4: The False Bride","24-11-19"
"Outlander: Seizoen 4: Do No Harm","24-11-19"
"Outlander: Seizoen 4: America the Beautiful","24-11-19"
"Outlander: Seizoen 3: Eye of the Storm","23-11-19"
"Outlander: Seizoen 3: The Bakra","23-11-19"
"Outlander: Seizoen 3: Uncharted","23-11-19"
"Outlander: Seizoen 3: Heaven and Earth","23-11-19"
"Outlander: Seizoen 3: The Doldrums","23-11-19"
"Outlander: Seizoen 3: First Wife","23-11-19"
"Outlander: Seizoen 3: Crème de Menthe","22-11-19"
"Outlander: Seizoen 3: A. Malcolm","22-11-19"
"Outlander: Seizoen 3: Freedom & Whiskey","22-11-19"
"Outlander: Seizoen 3: Of Lost Things","21-11-19"
"Outlander: Seizoen 3: All Debts Paid","21-11-19"
"Outlander: Seizoen 3: Surrender","20-11-19"
"Outlander: Seizoen 3: The Battle Joined","20-11-19"
"Outlander: Seizoen 2: Dragonfly in Amber","20-11-19"
" ","20-11-19"
"Outlander: Seizoen 2: The Hail Mary","19-11-19"
"Outlander: Seizoen 2: Vengeance Is Mine","19-11-19"
"Outlander: Seizoen 2: Prestonpans","18-11-19"
"Outlander: Seizoen 2: Je Suis Prest","18-11-19"
"Outlander: Seizoen 2: The Fox's Lair","18-11-19"
"Outlander: Seizoen 2: Faith","17-11-19"
"Outlander: Seizoen 2: Best Laid Schemes","17-11-19"
"Outlander: Seizoen 2: Untimely Resurrection","17-11-19"
"Outlander: Seizoen 2: La Dame Blanche","17-11-19"
"Holiday in the Wild","14-11-19"
"Hellboy","13-11-19"
"The Bucket List","13-11-19"
"Outlander: Seizoen 2: Useful Occupations and Deception","12-11-19"
"Outlander: Seizoen 2: Not in Scotland Anymore","09-11-19"
"Outlander: Seizoen 2: Through a Glass, Darkly","07-11-19"
"Outlander: Seizoen 1: To Ransom a Man's Soul","07-11-19"
"Outlander: Seizoen 1: Wentworth Prison","07-11-19"
"Outlander: Seizoen 1: The Search","06-11-19"
"Outlander: Seizoen 1: The Watch","06-11-19"
"Outlander: Seizoen 1: Lallybroch","06-11-19"
"Outlander: Seizoen 1: The Devil's Mark","05-11-19"
"Outlander: Seizoen 1: By the Pricking of My Thumbs","05-11-19"
"Outlander: Seizoen 1: The Reckoning","04-11-19"
"Outlander: Seizoen 1: Both Sides Now","04-11-19"
"Outlander: Seizoen 1: The Wedding","04-11-19"
"Outlander: Seizoen 1: The Garrison Commander","03-11-19"
"Outlander: Seizoen 1: Rent","03-11-19"
"Outlander: Seizoen 1: The Gathering","03-11-19"
"Outlander: Seizoen 1: The Way Out","03-11-19"
"Outlander: Seizoen 1: Castle Leoch","30-10-19"
"Outlander: Seizoen 1: Sassenach","30-10-19"
"The Warriors Gate","27-10-19"
"The Laundromat","26-10-19"
"Chesapeake Shores: Seizoen 1: Pilot: Deel 2","17-10-19"
"Chesapeake Shores: Seizoen 1: Pilot: Deel 1","17-10-19"
"Trapped: Seizoen 1: Aflevering 10","14-10-19"
"Trapped: Seizoen 1: Aflevering 9","14-10-19"
"Trapped: Seizoen 1: Aflevering 8","13-10-19"
"Trapped: Seizoen 1: Aflevering 7","13-10-19"
"Green Zone","13-10-19"
"Trapped: Seizoen 1: Aflevering 6","12-10-19"
"Trapped: Seizoen 1: Aflevering 5","12-10-19"
"Trapped: Seizoen 1: Aflevering 4","12-10-19"
"Trapped: Seizoen 1: Aflevering 3","12-10-19"
"Trapped: Seizoen 1: Aflevering 2","12-10-19"
"Trapped: Seizoen 1: Aflevering 1","12-10-19"
"Rush Hour 3","12-10-19"
"Rudy","10-10-19"
"Springvloed: Seizoen 2: Aflevering 10","06-10-19"
"Springvloed: Seizoen 2: Aflevering 9","06-10-19"
"Falling Inn Love","05-10-19"
"Springvloed: Seizoen 2: Aflevering 8","04-10-19"
"Springvloed: Seizoen 2: Aflevering 7","04-10-19"
"Springvloed: Seizoen 2: Aflevering 6","04-10-19"
"Springvloed: Seizoen 2: Aflevering 5","04-10-19"
"Springvloed: Seizoen 2: Aflevering 4","04-10-19"
"Springvloed: Seizoen 2: Aflevering 3","03-10-19"
"Springvloed: Seizoen 2: Aflevering 2","03-10-19"
"Springvloed: Seizoen 2: Aflevering 1","03-10-19"
"Escape Plan: The Extractors","01-10-19"
"Crossing Lines: Seizoen 3: Obscura","30-09-19"
"Crossing Lines: Seizoen 3: Expose","29-09-19"
"Crossing Lines: Seizoen 3: Penalty","29-09-19"
"Proud Mary","29-09-19"
"Half Past Dead","29-09-19"
"Crossing Lines: Seizoen 3: Enemy of the People","29-09-19"
"Crossing Lines: Seizoen 3: Heat","27-09-19"
"Crossing Lines: Seizoen 3: Dragon","27-09-19"
"Crossing Lines: Seizoen 3: Lost and Found","27-09-19"
"Crossing Lines: Seizoen 3: Executioner","26-09-19"
"Jumanji: Welcome to the Jungle","25-09-19"
"Crossing Lines: Seizoen 3: Recoil","22-09-19"
"Crossing Lines: Seizoen 3: In Loco Parentis","22-09-19"
"Crossing Lines: Seizoen 3: Whistleblower","22-09-19"
"Crossing Lines: Seizoen 3: Redux","20-09-19"
"Crossing Lines: Seizoen 2: The Team: Deel 2","20-09-19"
"Crossing Lines: Seizoen 2: The Team: Deel 1","20-09-19"
"Crossing Lines: Seizoen 2: The Long Way Home","19-09-19"
"Crossing Lines: Seizoen 2: Truth and Consequences","19-09-19"
"Crossing Lines: Seizoen 2: Family Ties","19-09-19"
"Crossing Lines: Seizoen 2: The Velvet Glove","18-09-19"
"Crossing Lines: Seizoen 2: Freedom","18-09-19"
"Crossing Lines: Seizoen 2: Home is where the Heart is","18-09-19"
"Crossing Lines: Seizoen 2: Everybody Will Know","17-09-19"
"Crossing Lines: Seizoen 2: The Kill Zone","17-09-19"
"Crossing Lines: Seizoen 2: The Homecoming","17-09-19"
"Crossing Lines: Seizoen 2: The Rescue","17-09-19"
"Crossing Lines: New Scars / Old Wounds: Deel 2","17-09-19"
"Crossing Lines: New Scars / Old Wounds: Deel 1","17-09-19"
"Crossing Lines: Desperation & Desperados","16-09-19"
"Crossing Lines: The Animals","16-09-19"
"Crossing Lines: Special Ops: Deel 2","16-09-19"
"Crossing Lines: Special Ops: Deel 1","16-09-19"
"Crossing Lines: Long-Haul Predators","15-09-19"
"Crossing Lines: The Termination","15-09-19"
"Crossing Lines: Pilot: Deel 2","15-09-19"
"Crossing Lines: Pilot: Deel 1","15-09-19"
"Homeland: Semper I","15-09-19"
"Black Water","12-09-19"
"The Spy: Miniserie: Home","11-09-19"
"The Spy: Miniserie: Fish Gotta Swim","11-09-19"
"The Spy: Miniserie: The Odd Couples","11-09-19"
"The Spy: Miniserie: Alone in Damascus","10-09-19"
"The Spy: Miniserie: What's New, Buenos Aires?","10-09-19"
"The Spy: Miniserie: The Immigrant","10-09-19"
"13 Geboden: Aflevering 13","10-09-19"
"13 Geboden: Aflevering 12","10-09-19"
"13 Geboden: Aflevering 11","06-09-19"
"13 Geboden: Aflevering 10","06-09-19"
"13 Geboden: Aflevering 9","06-09-19"
"13 Geboden: Aflevering 8","06-09-19"
"13 Geboden: Aflevering 7","06-09-19"
"13 Geboden: Aflevering 6","05-09-19"
"13 Geboden: Aflevering 5","05-09-19"
"13 Geboden: Aflevering 4","04-09-19"
"13 Geboden: Aflevering 3","04-09-19"
"13 Geboden: Aflevering 2","04-09-19"
"13 Geboden: Aflevering 1","04-09-19"
"Morden i Sandhamn: Seizoen 3: Aflevering 4","29-08-19"
"Final Score","29-08-19"
"Morden i Sandhamn: Seizoen 3: Aflevering 3","28-08-19"
"Morden i Sandhamn: Seizoen 3: Aflevering 2","28-08-19"
"Morden i Sandhamn: Seizoen 3: Aflevering 1","27-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 6","27-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 5","27-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 4","27-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 3","27-08-19"
"I Am Legend","23-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 2","22-08-19"
"Morden i Sandhamn: Seizoen 2: Aflevering 1","22-08-19"
"Morden i Sandhamn: Aflevering 9","22-08-19"
"Morden i Sandhamn: Aflevering 8","22-08-19"
"Morden i Sandhamn: Aflevering 7","22-08-19"
"Morden i Sandhamn: Aflevering 6","21-08-19"
"Morden i Sandhamn: Aflevering 5","21-08-19"
"Morden i Sandhamn: Aflevering 4","21-08-19"
"Morden i Sandhamn: Aflevering 3","20-08-19"
"Morden i Sandhamn: Aflevering 2","20-08-19"
"Morden i Sandhamn: Aflevering 1","20-08-19"
"Karppi: Seizoen 1: Het begin","19-08-19"
"Karppi: Seizoen 1: Kneuzingen","19-08-19"
"Karppi: Seizoen 1: Alleen","19-08-19"
"Karppi: Seizoen 1: Barmhartige samaritanen","18-08-19"
"Karppi: Seizoen 1: Therapie","18-08-19"
"Karppi: Seizoen 1: Wortels","18-08-19"
"Karppi: Seizoen 1: Groeipijn","18-08-19"
"Karppi: Seizoen 1: De broer","18-08-19"
"Karppi: Seizoen 1: De ontvoering","18-08-19"
"La víctima número 8: Omar","18-08-19"
"Karppi: Seizoen 1: De wereldverbeteraar","18-08-19"
"Karppi: Seizoen 1: Het feestje","17-08-19"
"Karppi: Seizoen 1: De weduwe","17-08-19"
"Blow","15-08-19"
"Hummingbird","15-08-19"
"Hostiles","08-08-19"
"Birth of the Dragon","07-08-19"
"The Red Sea Diving Resort","06-08-19"
"La casa de papel: Deel 1: Aflevering 3","28-07-19"
"La casa de papel: Deel 1: Aflevering 2","28-07-19"
"La casa de papel: Deel 1: Aflevering 1","28-07-19"
"Papillon","27-07-19"
"Seven Pounds","26-07-19"
"Up in the Air","26-07-19"
"Rumble","25-07-19"
"The Losers","23-07-19"
"4 latas","19-07-19"
"The Cell","17-07-19"
" ","15-07-19"
"Kidnapping Stella","14-07-19"
"Mark Felt: The Man Who Brought Down the White House","14-07-19"
"Point Blank","13-07-19"
"Blade Runner 2049","12-07-19"
"Shaft","12-07-19"
"River: Finale: Aflevering 6","21-06-19"
"River: Aflevering 5","21-06-19"
"River: Aflevering 4","21-06-19"
"River: Aflevering 3","21-06-19"
"Beats","20-06-19"
"River: Aflevering 2","19-06-19"
"River: Aflevering 1","19-06-19"
"Bird Box","19-06-19"
"Non-Stop","18-06-19"
"Paul","17-06-19"
"Murder Mystery","16-06-19"
"When They See Us: Miniserie: Deel vier","15-06-19"
"When They See Us: Miniserie: Deel drie","15-06-19"
"When They See Us: Miniserie: Deel twee","13-06-19"
"When They See Us: Miniserie: Deel een","13-06-19"
"Captains Courageous","09-06-19"
"The Hurricane Heist","09-06-19"
"Undercover: Seizoen 1: Showtime","07-06-19"
"Undercover: Seizoen 1: Bodem","07-06-19"
"Undercover: Seizoen 1: Nouveau Monde","06-06-19"
"Undercover: Seizoen 1: De kop van die wout","05-06-19"
"Undercover: Seizoen 1: Sirenes","05-06-19"
"Undercover: Seizoen 1: Over de grens","05-06-19"
"Undercover: Seizoen 1: Legio Patria Nostra","04-06-19"
"Undercover: Seizoen 1: Italian Designer Drugs","03-06-19"
"Undercover: Seizoen 1: Hoogsensitief","03-06-19"
"Undercover: Seizoen 1: Camping Zonnedauw","03-06-19"
"Joy","02-06-19"
"The Expendables 3","29-05-19"
"Good Sam","28-05-19"
"Sleepless","10-05-19"
"Zodiac","05-05-19"
"Josie","05-05-19"
"Alpha","04-05-19"
"42","03-05-19"
"Lykke-Per","28-04-19"
"Wonder Woman","27-04-19"
"Baby Driver","26-04-19"
"In Vlaamse Velden: Aflevering 10","24-04-19"
"In Vlaamse Velden: Aflevering 9","24-04-19"
"The Incredible Hulk","20-04-19"
"In Vlaamse Velden: Aflevering 8","19-04-19"
"In Vlaamse Velden: Aflevering 7","19-04-19"
"In Vlaamse Velden: Aflevering 6","19-04-19"
"In Vlaamse Velden: Aflevering 5","18-04-19"
"In Vlaamse Velden: Aflevering 4","18-04-19"
"In Vlaamse Velden: Aflevering 3","18-04-19"
"In Vlaamse Velden: Aflevering 2","17-04-19"
"In Vlaamse Velden: Aflevering 1","15-04-19"
"Fury","14-04-19"
"The Accountant","08-04-19"
"The Highwaymen","31-03-19"
"Stratton","28-03-19"
"Escape Plan 2: Hades","28-03-19"
"King Arthur: Legend of the Sword","23-03-19"
"Triple Frontier","15-03-19"
"Jack the Giant Slayer","11-03-19"
"The Hard Way","09-03-19"
"Isn't It Romantic","02-03-19"
"6 Days","02-03-19"
"The Boy Who Harnessed the Wind","02-03-19"
"Kong: Skull Island","25-02-19"
"Baywatch","24-02-19"
"Going in Style","24-02-19"
"Homeland: Seizoen 7: Paean to the People","22-02-19"
"Homeland: Seizoen 7: All In","22-02-19"
"Homeland: Seizoen 7: Clarity","22-02-19"
"Homeland: Seizoen 7: Useful Idiot","22-02-19"
"We Were Soldiers","22-02-19"
"Homeland: Seizoen 7: Lies, Amplifiers, Fucking Twitter","19-02-19"
"Homeland: Seizoen 7: Andante","19-02-19"
"Homeland: Seizoen 7: Species Jump","19-02-19"
"Homeland: Seizoen 7: Active Measures","18-02-19"
"Homeland: Seizoen 7: Like Bad at Things","18-02-19"
"Homeland: Seizoen 7: Standoff","17-02-19"
"Homeland: Seizoen 7: Rebel Rebel","17-02-19"
"Homeland: Seizoen 6: America First","17-02-19"
"Homeland: Seizoen 7: Enemy of the State","17-02-19"
"The Shack","14-02-19"
"Sorjonen: Seizoen 2: Zonder schaduw (Deel 2)","12-02-19"
"Sorjonen: Seizoen 2: Zonder schaduw (Deel 1)","12-02-19"
"Sorjonen: Seizoen 2: Het bloedmeisje (Deel 2)","11-02-19"
"Sorjonen: Seizoen 2: Het bloedmeisje (Deel 1)","11-02-19"
"Sorjonen: Seizoen 2: Touwfiguren (Deel 2)","10-02-19"
"Sorjonen: Seizoen 2: Touwfiguren (Deel 1)","10-02-19"
"Drunken Master","09-02-19"
"Dog Eat Dog","09-02-19"
"Sorjonen: Seizoen 2: Le Sacre du Printemps (Deel 2)","08-02-19"
"Sorjonen: Seizoen 2: Le Sacre du Printemps (Deel 1)","08-02-19"
"Sorjonen: Seizoen 2: Vijfvingeroefening (Deel 2)","07-02-19"
"Sorjonen: Seizoen 2: Vijfvingeroefening (Deel 1)","07-02-19"
"Springvloed: Aflevering 10","04-02-19"
"Springvloed: Aflevering 9","04-02-19"
"Springvloed: Aflevering 8","03-02-19"
"Springvloed: Aflevering 7","03-02-19"
"Springvloed: Aflevering 6","03-02-19"
"Springvloed: Aflevering 5","03-02-19"
"Springvloed: Aflevering 4","03-02-19"
"Springvloed: Aflevering 3","03-02-19"
"Springvloed: Aflevering 2","03-02-19"
"Springvloed: Aflevering 1","03-02-19"
"The Expatriate","03-02-19"
"Shaolin","02-02-19"
"The Dressmaker","20-01-19"
"Revenger","16-01-19"
"The Grey","04-01-19"
"Django Unchained","04-01-19"
"The Keeper","03-01-19"
"The Prince","02-01-19"
"The Last Stand","21-12-18"
"The Lord of the Rings: The Return of the King","15-12-18"
"The Lord of the Rings: The Two Towers","10-12-18"
"Mowgli","07-12-18"
"Demolition Man","06-12-18"
"The Mummy: Tomb of the Dragon Emperor","02-12-18"
"6 Below: Miracle on the Mountain","02-12-18"
"Dragon: The Bruce Lee Story","29-11-18"
"The Legend is Born: Ip Man","29-11-18"
"Born to Raise Hell","24-11-18"
"Jumping the Broom","23-11-18"
"BuyBust","23-11-18"
"Outlaw King","10-11-18"
"葉問3","10-11-18"
"Ip Man","09-11-18"
"Ip Man 2","07-11-18"
"22 July","28-10-18"
"Act of Vengeance","20-10-18"
"Fences","20-10-18"
"The Night Comes for Us","20-10-18"
"K-9","14-10-18"
"Contraband","13-10-18"
"Logan Lucky","05-10-18"
"The November Man","01-10-18"
"The Angel","30-09-18"
"xXx: Return of Xander Cage","29-09-18"
"Mercury Rising","28-09-18"
"Thor: Ragnarok","27-09-18"
"Red Heat","25-09-18"
"The Hitman’s Bodyguard","25-08-18"
"The International","25-08-18"
"Brick Mansions","24-08-18"
"Pain & Gain","22-08-18"
"The Constant Gardener","19-08-18"
"No Country for Old Men","19-08-18"
"Out of Africa","17-08-18"
"Sleepers","16-08-18"
"How It Ends","14-08-18"
"Super 8","13-08-18"
"Rambo: First Blood Part II","28-07-18"
"Kiss the Girls","25-07-18"
"Shot Caller","22-07-18"
"Marvel's Luke Cage: Seizoen 2: They Reminisce Over You","21-07-18"
"Marvel's Luke Cage: Seizoen 2: Can't Front On Me","21-07-18"
"Marvel's Luke Cage: Seizoen 2: The Creator","21-07-18"
"The Net","21-07-18"
"Marvel's Luke Cage: Seizoen 2: The Main Ingredient","20-07-18"
"Marvel's Luke Cage: Seizoen 2: For Pete's Sake","20-07-18"
"Marvel's Luke Cage: Seizoen 2: If It Ain't Rough, It Ain't Right","20-07-18"
"Marvel's Luke Cage: Seizoen 2: On and On","19-07-18"
"Marvel's Luke Cage: Seizoen 2: The Basement","18-07-18"
"Marvel's Luke Cage: Seizoen 2: All Souled Out","17-07-18"
"Marvel's Luke Cage: Seizoen 2: I Get Physical","17-07-18"
"Marvel's Luke Cage: Seizoen 2: Wig Out","14-07-18"
"Marvel's Luke Cage: Seizoen 2: Straighten It Out","14-07-18"
"Marvel's Luke Cage: Seizoen 2: Soul Brother #1","14-07-18"
"Falcon Rising","12-07-18"
"Collateral: Miniserie: Aflevering 4","11-07-18"
"Collateral: Miniserie: Aflevering 3","11-07-18"
"Collateral: Miniserie: Aflevering 2","10-07-18"
"Collateral: Miniserie: Aflevering 1","10-07-18"
"Modus: Aflevering 8","20-06-18"
"Modus: Aflevering 7","19-06-18"
"Modus: Aflevering 6","19-06-18"
"Modus: Aflevering 5","19-06-18"
"Modus: Aflevering 4","19-06-18"
"Modus: Aflevering 3","19-06-18"
"Modus: Aflevering 2","18-06-18"
"Modus: Aflevering 1","18-06-18"
"Maximum Conviction","15-06-18"
"Out of Reach","14-06-18"
"Rampage: President Down","14-06-18"
"Jane Got a Gun","11-06-18"
"Tokarev","08-06-18"
"G.I. Joe: The Rise of Cobra","18-05-18"
"Undercover Grandpa","10-05-18"
"Only God Forgives","09-05-18"
"Darc","04-05-18"
"Grenseland: Het geheim van Hans Olav","02-05-18"
"Grenseland: Josefs kans","02-05-18"
"Grenseland: Milla’s toekomst","02-05-18"
"Grenseland: Het lot van Bengt","30-04-18"
"Grenseland: De getuigenis van Ove","28-04-18"
"Grenseland: Annikens achtervolging","28-04-18"
"Grenseland: Het bedrog van Lars","28-04-18"
"Grenseland: Nikolai’s dilemma","28-04-18"
"The Cold Light Of Day","22-04-18"
"Wanted","22-04-18"
"Arne Dahl: Seizoen 2: Nachtschade: Deel 2","15-04-18"
"Arne Dahl: Seizoen 2: Nachtschade: Deel 1","15-04-18"
"Arne Dahl: Seizoen 2: Naschokken: Deel 2","14-04-18"
"Arne Dahl: Seizoen 2: Naschokken: Deel 1","14-04-18"
"Arne Dahl: Seizoen 2: Verborgen cijfers: Deel 2","12-04-18"
"Arne Dahl: Seizoen 2: Verborgen cijfers: Deel 1","12-04-18"
"Arne Dahl: Seizoen 2: Dodenmis: Deel 2","12-04-18"
"Arne Dahl: Seizoen 2: Dodenmis: Deel 1","11-04-18"
"Arne Dahl: Seizoen 2: Een midzomernachtsdroom: Deel 2","11-04-18"
"Arne Dahl: Seizoen 2: Een midzomernachtsdroom: Deel 1","11-04-18"
"Midnattssol: Aflevering 8","06-04-18"
"Midnattssol: Aflevering 7","06-04-18"
"Midnattssol: Aflevering 6","06-04-18"
"Midnattssol: Aflevering 5","06-04-18"
"Midnattssol: Aflevering 4","06-04-18"
"Midnattssol: Aflevering 3","02-04-18"
"Midnattssol: Aflevering 2","02-04-18"
"Midnattssol: Aflevering 1","02-04-18"
"Roger Waters The Wall","01-04-18"
"The Blue Planet: A Natural History of the Oceans: The Deep","01-04-18"
"The Blue Planet: A Natural History of the Oceans: Ocean World","01-04-18"
"Millennium 3: Gerechtigheid","23-03-18"
"Millennium 2: De vrouw die met vuur speelde","22-03-18"
"Money Monster","17-03-18"
"Standoff","17-03-18"
"The Theory of Everything","14-03-18"
"Homeland: Seizoen 6: R for Romeo","06-03-18"
"Homeland: Seizoen 6: The Flag House","05-03-18"
"Homeland: Seizoen 6: Sock Puppets","05-03-18"
"Homeland: Seizoen 6: Alt.Truth","05-03-18"
"Homeland: Seizoen 6: Imminent Risk","04-03-18"
"Homeland: Seizoen 6: The Return","04-03-18"
"Homeland: Seizoen 6: Casus Belli","04-03-18"
"Homeland: Seizoen 6: A Flash of Light","04-03-18"
"Homeland: Seizoen 6: The Covenant","04-03-18"
"Homeland: Seizoen 6: The Man in the Basement","03-03-18"
"Homeland: Seizoen 6: Fair Game","03-03-18"
"Millennium: Mannen die vrouwen haten","22-02-18"
"Homeland: Seizoen 5: A False Glimmer","21-02-18"
"Step Up","21-02-18"
"Designated Survivor: Seizoen 2: Line of Fire","17-02-18"
"Designated Survivor: Seizoen 2: Three Letter Day","16-02-18"
"Designated Survivor: Seizoen 2: Home","16-02-18"
"Designated Survivor: Seizoen 2: Family Ties","16-02-18"
"Barbra: The Music ... The Mem'ries ... The Magic!","12-02-18"
"Rita: Seizoen 4: Thuis","11-02-18"
"Rita: Seizoen 4: Familie","11-02-18"
"Rita: Seizoen 4: Jeugdherinneringen","11-02-18"
"Rita: Seizoen 4: Jij en ik","11-02-18"
"Rita: Seizoen 4: Echte vrienden","11-02-18"
"Rita: Seizoen 4: Plotselinge dooi","11-02-18"
"Rita: Seizoen 4: Je bent wat je eet","11-02-18"
"Rita: Seizoen 4: Verleden/Heden","11-02-18"
"Rita: Seizoen 3: De test","11-02-18"
"Rita: Seizoen 3: De leider","11-02-18"
"Rita: Seizoen 3: Vrije val","10-02-18"
"Rita: Seizoen 3: Luizen","10-02-18"
"Rita: Seizoen 3: Avondles","10-02-18"
"Rita: Seizoen 3: De jonge sponsor","10-02-18"
"Rita: Seizoen 3: De kelder","09-02-18"
"Rita: Seizoen 3: De kandidaat","09-02-18"
"Rita: Seizoen 2: Onkruid","09-02-18"
"Rita: Seizoen 2: Het rolmodel","09-02-18"
"Rita: Seizoen 2: Eerste liefde","09-02-18"
"Rita: Seizoen 2: Ik hou van jou","08-02-18"
"Rita: Seizoen 2: Teamplayer","08-02-18"
"Under Siege 2: Dark Territory","04-02-18"
"Sinatra: All or Nothing at All: Deel 2","04-02-18"
"Rita: Seizoen 2: Vader, moeder, en kind","03-02-18"
"Rita: Seizoen 2: De tuin","03-02-18"
"Rita: Seizoen 2: De volwassene","03-02-18"
"Rita: Seizoen 1: De moeder","01-02-18"
"Rita: Seizoen 1: De prinses","31-01-18"
"Rita: Seizoen 1: De schijnheilige","30-01-18"
"Rita: Seizoen 1: De beschermer","30-01-18"
"Rita: Seizoen 1: De wolvin","28-01-18"
"Rita: Seizoen 1: De anarchist","28-01-18"
"Rita: Seizoen 1: De lerares","28-01-18"
"Rita: Seizoen 1: De idealist","28-01-18"
"Designated Survivor: Seizoen 2: Two Ships","27-01-18"
"Designated Survivor: Seizoen 2: Suckers","27-01-18"
"Designated Survivor: Seizoen 2: Equilibrium","27-01-18"
"Bad Day for the Cut","25-01-18"
"Barry","20-01-18"
"My Next Guest Needs No Introduction With David Letterman: Seizoen 1: Barack Obama","20-01-18"
"Designated Survivor: Seizoen 2: Outbreak","18-01-18"
"Designated Survivor: Seizoen 2: Sting of the Tail","18-01-18"
"Designated Survivor: Seizoen 2: One Year In","18-01-18"
"Bright","04-01-18"
"First They Killed My Father","27-12-17"
"Christmas Inheritance","27-12-17"
"The Pursuit of Happyness","25-12-17"
"The Crown: Seizoen 2: Mystery Man","23-12-17"
"The Crown: Seizoen 2: Paterfamilias","20-12-17"
"The Crown: Seizoen 2: Dear Mrs. Kennedy","20-12-17"
"The Crown: Seizoen 2: Matrimonium","19-12-17"
"The Crown: Seizoen 2: Vergangenheit","18-12-17"
"The Crown: Seizoen 2: Marionettes","18-12-17"
"The Crown: Seizoen 2: Beryl","17-12-17"
"The Crown: Seizoen 2: Lisbon","17-12-17"
"Sugar Mountain","16-12-17"
"The Crown: Seizoen 2: A Company of Men","11-12-17"
"The Crown: Seizoen 2: Misadventure","08-12-17"
"1922","30-10-17"
"Our Souls at Night","01-10-17"
"The Saint","27-08-17"
"Pray For Rain","27-08-17"
"Vorstadtweiber: Heimelijkheden","24-08-17"
"Vorstadtweiber: Schijnwerelden","24-08-17"
"Vorstadtweiber: Een perfecte wereld","24-08-17"
"The Siege of Jadotville","18-08-17"
"Walking Tall","14-08-17"
"Intouchables","13-08-17"
"Steve Jobs","12-08-17"
"Bienvenue à Marly Gomont","08-08-17"
"The Hunger Games: Catching Fire","29-07-17"
"The Hunger Games","29-07-17"
"Collateral","28-07-17"
